area,tag_number,description,equipment_type_id,manufacturer,model,serial_number,installation_date,operational_unit,photo,status,criticality
1,"4""-DDC-002",DDC BAY 1 CON LS 2,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-003",DDC BAY 1 CON LS 3,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-004",DDC BAY 1 CON LS 4,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-005",DDC BAY 1 CON LS 5,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-006",DDC BAY 1 CON LS 6,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-007",DDC BAY 1 CON LS 7,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-008",DDC BAY 1 CON LS 8,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-009",DDC BAY 1 CON LS 9,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-010",DDC BAY 1 CON LS 10,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-011",DDC BAY 1 CON RS 1,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-012",DDC BAY 1 CON RS 2,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-013",DDC BAY 1 CON RS 3,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-014",DDC BAY 1 CON RS 4,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-015",DDC BAY 1 CON RS 5,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-016",DDC BAY 1 CON RS 6,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-017",DDC BAY 1 CON RS 7,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-018",DDC BAY 1 CON RS 8,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-019",DDC BAY 1 CON RS 9,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-020",DDC BAY 1 CON RS 10,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,PSV-TGL-100A,PSV SUCTION-DISCH RTW BAY 1,1,BROADY VALVE,Balanced ,,,,,active,medium
1,VEN-TGL-003,RTW HEADER LS VENT BAY 2,1,ADCA,AE16SSE,,,,,active,medium
1,VEN-TGL-004,RTW HEADER RS VENT BAY 2,1,ADCA,AE16SSE,,,,,active,medium
1,"12""-GV-003",GV LS RTW HEADER BAY 2,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"12""-GV-004",GV RS RTW HEADER BAY 2,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,LT-TGL-310A,LT LS RTW HEADER BAY 2,1,ROSEMOUNT,5031,,,,,active,medium
1,LT-TGL-310B,LT RS RTW HEADER BAY 2,1,ROSEMOUNT,5031,,,,,active,medium
1,"2""-CKV-002",CV HOSE RTW BAY 2,1,KITZ,API 600 / API 6D - A,,,,,active,medium
1,"2""-GV-002",GV HOSE RTW BAY 2,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"4""-DDC-021",DDC BAY 2 CON LS 1,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-022",DDC BAY 2 CON LS 2,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-023",DDC BAY 2 CON LS 3,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-024",DDC BAY 2 CON LS 4,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-025",DDC BAY 2 CON LS 5,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-026",DDC BAY 2 CON LS 6,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-027",DDC BAY 2 CON LS 7,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-028",DDC BAY 2 CON LS 8,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-029",DDC BAY 2 CON LS 9,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-030",DDC BAY 2 CON LS 10,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-031",DDC BAY 2 CON RS 1,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-032",DDC BAY 2 CON RS 2,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-033",DDC BAY 2 CON RS 3,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-034",DDC BAY 2 CON RS 4,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-035",DDC BAY 2 CON RS 5,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-036",DDC BAY 2 CON RS 6,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-037",DDC BAY 2 CON RS 7,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-038",DDC BAY 2 CON RS 8,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-039",DDC BAY 2 CON RS 9,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-040",DDC BAY 2 CON RS 10,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,PSV-TGL-300A,PSV SUCTION-DISCH RTW BAY 2,1,BROADY VALVE,Balanced ,,,,,active,medium
1,VEN-TGL-005,RTW HEADER LS VENT BAY 3,1,ADCA,AE16SSE,,,,,active,medium
1,VEN-TGL-006,RTW HEADER RS VENT BAY 3,1,ADCA,AE16SSE,,,,,active,medium
1,"8""-GV-005",GV LS RTW HEADER BAY 3,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-GV-006",GV RS RTW HEADER BAY 3,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,LT-TGL-210A,LT LS RTW HEADER BAY 3,1,ROSEMOUNT,5031,,,,,active,medium
1,LT-TGL-210B,LT RS RTW HEADER BAY 3,1,ROSEMOUNT,5031,,,,,active,medium
1,"2""-CKV-003",CV HOSE RTW BAY 3,1,KITZ,API 600 / API 6D - A,,,,,active,medium
1,"2""-GV-003",GV HOSE RTW BAY 3,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"4""-DDC-041",DDC BAY 3 CON LS 1,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-042",DDC BAY 3 CON LS 2,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-043",DDC BAY 3 CON LS 3,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-044",DDC BAY 3 CON LS 4,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-045",DDC BAY 3 CON LS 5,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-046",DDC BAY 3 CON LS 6,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-047",DDC BAY 3 CON LS 7,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-048",DDC BAY 3 CON LS 8,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-049",DDC BAY 3 CON LS 9,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-050",DDC BAY 3 CON LS 10,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-051",DDC BAY 3 CON RS 1,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-052",DDC BAY 3 CON RS 2,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-053",DDC BAY 3 CON RS 3,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-054",DDC BAY 3 CON RS 4,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-055",DDC BAY 3 CON RS 5,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-056",DDC BAY 3 CON RS 6,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-057",DDC BAY 3 CON RS 7,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-058",DDC BAY 3 CON RS 8,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-059",DDC BAY 3 CON RS 9,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,"4""-DDC-060",DDC BAY 3 CON RS 10,1,MANN-TEK,Dry Disconect Coupli,,,,,active,medium
1,PSV-TGL-200A,PSV SUCTION-DISCH RTW BAY 3,1,BROADY VALVE,Balanced ,,,,,active,medium
1,"8""-PRE-001",LINE RTW HEADER BAY 1,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-PRE-002",LINE RTW OUTLET BAY 1,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3/4""-PRE-070",LINE PSV SUCTION RTW BAY 1,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"1""-PRE-071",LINE PSV DISCHARGE RTW BAY 1,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"12""-PER-001",LINE RTW HEADER BAY 2,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"12""-PER-002",LINE RTW OUTLET BAY 2,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3/4""-PER-048",LINE PSV SUCTION RTW BAY 2,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"1""-PER-049",LINE PSV DISCHARGE RTW BAY 2,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-SLR-001",LINE RTW HEADER BAY 3,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-SLR-002",LINE RTW OUTLET BAY 3,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3/4""-SLR-140",LINE PSV SUCTION RTW BAY 3,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"1""-SLR-040",LINE PSV DISCHARGE RTW BAY 3,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-GV-010",GV INLET STRAINER RTW HEADER P110,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-GV-011",GV OUTLET STRAINER RTW HEADER P110,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-STR-001",STRAINER RTW UNLOADING HEADER P110,1,CRANE ,Y STRAINER ,,,,,active,medium
1,"8""-GV-020",GV INLET STRAINER RTW HEADER P210,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-GV-021",GV OUTLET STRAINER RTW HEADER P210,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-STR-002",STRAINER RTW UNLOADING HEADER P210,1,CRANE ,Y STRAINER ,,,,,active,medium
1,"12""-GV-030",GV INLET STRAINER RTW HEADER P310,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"12""-GV-031",GV OUTLET STRAINER RTW HEADER P310,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"8""-STR-003",STRAINER RTW UNLOADING HEADER P310,1,CRANE ,Y STRAINER ,,,,,active,medium
1,PDI-TGL-100,PD STRAINER RTW UNLOADING HEADER P110,1,ASHCROFT ,100-F5503-SL-51L-XNH,,,,,active,medium
1,MOV-TGL-111,MOV RTW SUCTION UNLOADING P110,1,ROTORK,IQ3,,,,,active,medium
1,PDI-TGL-200,PD STRAINER RTW UNLOADING HEADER P210,1,ASHCROFT ,100-F5503-SL-51L-XNH,,,,,active,medium
1,MOV-TGL-211,MOV RTW SUCTION UNLOADING P210,1,ROTORK,IQ3,,,,,active,medium
1,PDI-TGL-300,PD STRAINER RTW UNLOADING HEADER P310,1,ASHCROFT ,100-F5503-SL-51L-XNH,,,,,active,medium
1,MOV-TGL-311,MOV RTW SUCTION UNLOADING P310,1,ROTORK,IQ3,,,,,active,medium
1,"10""-FW-543",LINE FW RTW,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,FH-021,HYDRANT PILLAR 21,1,NEWAGE,FEMALE INSTANTANEOUS,,,,,active,medium
1,FH-022,HYDRANT PILLAR 22,1,NEWAGE,FEMALE INSTANTANEOUS,,,,,active,medium
1,FH-023,HYDRANT PILLAR 23,1,NEWAGE,FEMALE INSTANTANEOUS,,,,,active,medium
1,FH-024,HYDRANT PILLAR 24,1,NEWAGE,FEMALE INSTANTANEOUS,,,,,active,medium
1,"10""-GV-538",VALVE HEADER HYDRANT PILLAR 21,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"10""-GV-539",VALVE HEADER HYDRANT PILLAR 22,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"10""-GV-540",VALVE HEADER HYDRANT PILLAR 23,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"10""-GV-541",VALVE HEADER HYDRANT PILLAR 24,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"4""-GV-534",VALVE HYDRANT PILLAR 21,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"4""-GV-535",VALVE HYDRANT PILLAR 22,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"4""-GV-536",VALVE HYDRANT PILLAR 23,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,LG-150,AIR TERMINAL RTW SHELTER 1,1,PT. BARATA INDONESIA ,Kovensional,,,,,active,medium
1,LG-151,AIR TERMINAL RTW SHELTER 2,1,PT. BARATA INDONESIA ,Kovensional,,,,,active,medium
1,LG-152,AIR TERMINAL RTW SHELTER 3,1,PT. BARATA INDONESIA ,Kovensional,,,,,active,medium
1,LG-153,AIR TERMINAL RTW SHELTER 4,1,PT. BARATA INDONESIA ,Kovensional,,,,,active,medium
1,LG-154,AIR TERMINAL RTW SHELTER 5,1,PT. BARATA INDONESIA ,Kovensional,,,,,active,medium
1,LG-155,AIR TERMINAL RTW SHELTER 6,1,PT. BARATA INDONESIA ,Kovensional,,,,,active,medium
1,LG-156,AIR TERMINAL RTW SHELTER 7,1,PT. BARATA INDONESIA ,Kovensional,,,,,active,medium
1,LG-157,AIR TERMINAL RTW SHELTER 8,1,PT. BARATA INDONESIA ,Kovensional,,,,,active,medium
1,LG-158,AIR TERMINAL RTW SHELTER 9,1,PT. BARATA INDONESIA ,Kovensional,,,,,active,medium
1,LG-159,AIR TERMINAL RTW SHELTER 10,1,PT. BARATA INDONESIA ,Kovensional,,,,,active,medium
1,ER-99,EARTHING ROD INSP BOX RTW SHELTER 1,1,PT. BARATA INDONESIA ,KONVENSIONAL ,,,,,active,medium
1,ER-100,EARTHING ROD INSP BOX RTW SHELTER 2,1,PT. BARATA INDONESIA ,KONVENSIONAL ,,,,,active,medium
1,ER-101,EARTHING ROD INSP BOX RTW SHELTER 3,1,PT. BARATA INDONESIA ,KONVENSIONAL ,,,,,active,medium
1,ER-102,EARTHING ROD INSP BOX RTW SHELTER 4,1,PT. BARATA INDONESIA ,KONVENSIONAL ,,,,,active,medium
1,EM-016,GROUNDING MESH RTW SHELTER,1,PT. BARATA INDONESIA ,KONVENSIONAL ,,,,,active,medium
1,FD-TGL-015,FLAME DETECTOR 1,1,Honeywell,FS24X,,,,,active,medium
1,MCP-TGL-003,OUTDOOR MCP 1,1,KIDDE Fire Systems Station,KIDDE - K-84-11,,,,,active,medium
1,ER-05,EARTH ROD INSP BOX PUMP SHELTER RTW,1,ERICO,ERITECH Lightning Ev,,,,,active,medium
1,P-TGL-610,SCREW LOADING PUMP 610,1,3PPRINZ,II2GxhIIBGbTx,,,,,active,medium
1,PM-TGL-610,ELECTRIC MOTOR LOADING PUMP 610,1,ABB,M3KP 160 MLE 4,,,,,active,medium
1,"6""-GV-159",GATE VALVE SUCTION LOADING PUMP 610,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"6""-STR-017",STRAINER SUCTION LOADING PUMP 610,1,CRANE ,Y STRAINER ,,,,,active,medium
1,PDI-TGL-611,PD STRAINER SUCTION LOADING PUMP 610,1,ASHCROFT ,100-F5503-SL-51L-XNH,,,,,active,medium
1,PSLL-TGL-610,PSLL SUCTION LOADING PUMP 610,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PG-TGL-631,PG SUCTION LOADING PUMP 610,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,"3""-GV-075",VALVE PSV SUCTION LOADING PUMP 610,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-610,PSV LOADING PUMP 610,1,BROADY VALVE,Covensional ,,,,,active,medium
1,"3""-GV-074",VALVE PSV DISCH LOADING PUMP 610,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PG-TGL-632,PG DISCH LOADING PUMP 610,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,PSHH-TGL-610,PSHH DISCH LOADING PUMP 610,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PIT-TGL-610,PT DISCH LOADING PUMP 610,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,"4""-CKV-076",CHECK VALVE DISCH LOADING PUMP 610,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"4""-GV-159",GATE VALVE DISCH LOADING PUMP 610,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,P-TGL-330,SCREW LOADING PUMP 330,1,3PPRINZ,II2GxhIIBGbTx,,,,,active,medium
1,PM-TGL-330,ELECTRIC MOTOR LOADING PUMP 330,1,ABB,M3KP 160 MLE 4,,,,,active,medium
1,"6""-GV-157",GATE VALVE SUCTION LOADING PUMP 330,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"6""-STR-018",STRAINER SUCTION LOADING PUMP 330,1,CRANE ,Y STRAINER ,,,,,active,medium
1,PDI-TGL-331,PD STRAINER SUCTION LOADING PUMP 330,1,ASHCROFT ,100-F5503-SL-51L-XNH,,,,,active,medium
1,PSLL-TGL-330,PSLL SUCTION LOADING PUMP 330,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PG-TGL-330,PG SUCTION LOADING PUMP 330,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,"3""-GV-073",VALVE PSV SUCTION LOADING PUMP 330,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-330,PSV LOADING PUMP 330,1,BROADY VALVE,Covensional ,,,,,active,medium
1,"3""-GV-072",VALVE PSV DISCH LOADING PUMP 330,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PG-TGL-331,PG DISCH LOADING PUMP 330,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,PSHH-TGL-330,PSHH DISCH LOADING PUMP 330,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PIT-TGL-330,PT DISCH LOADING PUMP 330,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,"4""-CKV-075",CHECK VALVE DISCH LOADING PUMP 330,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"4""-GV-158",GATE VALVE DISCH LOADING PUMP 330,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,P-TGL-510A,SCREW LOADING PUMP 510A,1,3PPRINZ,II2GxhIIBGbTx,,,,,active,medium
1,PM-TGL-510A,ELECTRIC MOTOR LOADING PUMP 510A,1,ABB,M3KP 160 MLE 4,,,,,active,medium
1,"6""-GV-182",GATE VALVE SUCTION LOADING PUMP 510A,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"6""-STR-022",STRAINER SUCTION LOADING PUMP 510A,1,CRANE ,Y STRAINER ,,,,,active,medium
1,PDI-TGL-511A,PD STRAINER SUCTION LOADING PUMP 510A,1,ASHCROFT ,100-F5503-SL-51L-XNH,,,,,active,medium
1,PSLL-TGL-510A,PSLL SUCTION LOADING PUMP 510A,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PG-TGL-511A,PG SUCTION LOADING PUMP 510A,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,"3""-GV-122",VALVE PSV SUCTION LOADING PUMP 510A,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-510A,PSV LOADING PUMP 510A,1,BROADY VALVE,Covensional ,,,,,active,medium
1,"3""-GV-126",VALVE PSV DISCH LOADING PUMP 510A,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PG-TGL-512A,PG DISCH LOADING PUMP 510A,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,PSHH-TGL-510A,PSHH DISCH LOADING PUMP 510A,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PIT-TGL-510A,PT DISCH LOADING PUMP 510A,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,"4""-CKV-086",CHECK VALVE DISCH LOADING PUMP 510A,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"4""-GV-183",GATE VALVE DISCH LOADING PUMP 510A,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,P-TGL-510B,SCREW LOADING PUMP 510B,1,3PPRINZ,II2GxhIIBGbTx,,,,,active,medium
1,PM-TGL-510B,ELECTRIC MOTOR LOADING PUMP 510B,1,ABB,M3KP 160 MLE 4,,,,,active,medium
1,"6""-GV-184",GATE VALVE SUCTION LOADING PUMP 510B,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"6""-STR-023",STRAINER SUCTION LOADING PUMP 510B,1,CRANE ,Y STRAINER ,,,,,active,medium
1,PDI-TGL-511B,PD STRAINER SUCTION LOADING PUMP 510B,1,ASHCROFT ,100-F5503-SL-51L-XNH,,,,,active,medium
1,PSLL-TGL-510B,PSLL SUCTION LOADING PUMP 510B,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PG-TGL-511B,PG SUCTION LOADING PUMP 510B,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,"3""-GV-127",VALVE PSV SUCTION LOADING PUMP 510B,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PSV-TGL-510B,PSV LOADING PUMP 510B,1,BROADY VALVE,Covensional ,,,,,active,medium
1,"3""-GV-128",VALVE PSV DISCH LOADING PUMP 510B,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,PG-TGL-512B,PG DISCH LOADING PUMP 510B,1,ASHCROFT ,100-T5500-SL-04L,,,,,active,medium
1,PSHH-TGL-510B,PSHH DISCH LOADING PUMP 510B,1,ASHCROFT ,B7-68S,,,,,active,medium
1,PIT-TGL-510B,PT DISCH LOADING PUMP 510B,1,ROSEMOUNT,Pressure Transmiter ,,,,,active,medium
1,"4""-CKV-087",CHECK VALVE DISCH LOADING PUMP 510B,1,Standar Vendor list Pertamina,ASTMA 216 WCB,,,,,active,medium
1,"4""-GV-185",GATE VALVE DISCH LOADING PUMP 510B,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"6""-DEX-191",LINE SUCTION HEADER UNLOADING MT P610,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3/4""-DEX-242",LINE PSV SUCTION HDR UNLOADING MT P610,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"1""-DEX-243",LINE PSV DISCH HEADER UNLOADING MT P610,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3""-DEX-230",LINE PSV SUCTION UNLOADING MT P610,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3""-DEX-229",LINE PSV DISCH UNLOADING MT P610,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-DEX-198",LINE UNLOADING MT TANK 600,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"8""-SLR-118",LINE HEADER DISCH 200A/B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-SLR-130",LINE UNLOADING MT TANK 200A/B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-DEX-193",LINE DISCHARGE HEADER UNLOADING MT,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"6""-PRE-136",LINE SUCTION HEADER UNLOADING MT P330,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3/4""-PRE-076",LINE PSV SUCTION HDR UNLOADING MT P330,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"1""-PRE-243",LINE PSV DISCH HEADER UNLOADING MT P330,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3""-PRE-228",LINE PSV SUCTION UNLOADING MT P330,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"3""-PRE-227",LINE PSV DISCH UNLOADING MT P330,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PRE-130",LINE UNLOADING MT  TANK 100A/B,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"4""-PER-149",LINE UNLOADING MT TANK 300,1,Standar Vendor list Pertamina,API5L/ASTM A106 Gr B,,,,,active,medium
1,"6""-FAM-271",LINE SUCTION HEADER P510,1,Standar Vendor list Pertamina,A312 TP403 - 10S,,,,,active,medium
1,"6""-FAM-272",LINE SUCTION HEADER UNLOADING MT P510,1,Standar Vendor list Pertamina,A312 TP403 - 10S,,,,,active,medium
1,"6""-FAM-273",LINE SUCTION UNLOADING MT P510A,1,Standar Vendor list Pertamina,A312 TP403 - 10S,,,,,active,medium
1,"3""-FAM-280",LINE PSV SUCTION UNLOADING MT P510A,1,Standar Vendor list Pertamina,A312 TP403 - 10S,,,,,active,medium
1,"3""-FAM-273",LINE PSV DISCH UNLOADING MT P510A,1,Standar Vendor list Pertamina,A312 TP403 - 10S,,,,,active,medium
1,"4""-FAM-274",LINE DISCH UNLOADING MT P510A,1,Standar Vendor list Pertamina,A312 TP403 - 10S,,,,,active,medium
1,"4""-FAM-277",LINE DISCHARGE HEADER UNLOADING MT P510,1,Standar Vendor list Pertamina,A312 TP403 - 10S,,,,,active,medium
1,"6""-FAM-275",LINE SUCTION UNLOADING MT P510B,1,Standar Vendor list Pertamina,A312 TP403 - 10S,,,,,active,medium
1,"3""-FAM-282",LINE PSV SUCTION UNLOADING MT P510B,1,Standar Vendor list Pertamina,A312 TP403 - 10S,,,,,active,medium
1,"3""-FAM-281",LINE PSV DISCH UNLOADING MT P510B,1,Standar Vendor list Pertamina,A312 TP403 - 10S,,,,,active,medium
1,"4""-FAM-276",LINE DISCH UNLOADING MT P510B,1,Standar Vendor list Pertamina,A312 TP403 - 10S,,,,,active,medium
1,"4""-FAM-278",LINE UNLOADING MT TANK 500A/B,1,Standar Vendor list Pertamina,A312 TP403 - 10S,,,,,active,medium
1,"4""-BV-101",BV UNLOADING MT BAY 1 ARM 1,1,TBA,ASTMA 216 WCB,,,,,active,medium
1,"4""-BV-102",BV UNLOADING MT BAY 2 ARM 1,1,TBA,ASTMA 216 WCB,,,,,active,medium
